text,label
"Excellent value for money, these bands are durable and have a great feel to them.",0
"Don't waste your money,I  have power cord issues all the time and it continously stops on me.<br />I would not recommend this for beginners because I find it to be very frustrating.<br />This product needs a lot of improvement. I'm buying a new today from another company...",1
My favorite facial wash!,1
pompoms are a lil small headband is comfortable,1
"The product's pleasant scent and gentle, yet effective exfoliating texture make it a delightful addition to one's skincare regimen.",0
"It was not at all what I thought was advertised! I was expecting a tinted lotion! As a plain lotion, it's still doesn't get any stars! It's very thin and runny! Sorry Joan!",1
"Today I tried the hair treatment set from the Korean brand and I must say, it was an absolute delight!The packaging is perfect for travel and the hair masks come filled with conditioning essence, ready to be used right away.",0
"The product's texture is somewhat abrasive, which may not be suitable for all skin types.",0
"I have been using Nutra Nail odor-free nail polish remover for well over a year. It is an amazing product, as it has an oil base that is non-drying to the nails. My local Publix is no longer carrying it and I was so thankful to have found it on Amazon. The ""cons"" are that the Amazon display shows two bottles of the product, which is what I expected to receive in my order. E-mail confirmation of my Amazon order is for 4 oz of product, a big disappointment! I hope that Amazon will correct the display so that customers are not expecting two bottles of Nutra Nail Odor-Free Nail Polish Remover!",1
I've been using this product for over 10 years. Never disappoints.,1
"This halo hair extension is simply put, garbage.  Now, you get what you pay for.  And this is a very cheap version.  The faux hair is very shiny and looks literally like bad barbie hair.  It looks WAY better in the photos than in real life.  The color is horrific, in my opinion of course.  The streaks are like paint strips.  And all of that would be one thing - but the worst is that the hair completely fell out!  I had hand fulls of hair strands just trying to put the halo on!  And you might think - well, maybe a little loss is to be expected?  Except this was handfuls and handfuls.  I literally dropped the whole thing right into the trash.  I would say this one is a pass for hair loss alone.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",1
